Size = 0, freq = 0, total vertices = 0
Size = 2044, freq = 0, total vertices = 0
Size = 2045, freq = 0, total vertices = 0
Size = 2046, freq = 0, total vertices = 0
Size = 2047, freq = 0, total vertices = 0
Size = 2048, freq = 0, total vertices = 0
Size = 2049, freq = 0, total vertices = 0
Size = 2050, freq = 0, total vertices = 0
Size = 2051, freq = 0, total vertices = 0
Size = 2052, freq = 0, total vertices = 0
Size = 2053, freq = 0, total vertices = 0
Size = 2054, freq = 0, total vertices = 0
Size = 2055, freq = 0, total vertices = 0
Size = 2056, freq = 0, total vertices = 0
Size = 2057, freq = 0, total vertices = 0
Size = 2058, freq = 0, total vertices = 0
Size = 2059, freq = 0, total vertices = 0
Size = 2060, freq = 0, total vertices = 0
Size = 2061, freq = 0, total vertices = 0
Size = 2062, freq = 0, total vertices = 0
Size = 2063, freq = 0, total vertices = 0
Size = 2064, freq = 0, total vertices = 0
Size = 2065, freq = 0, total vertices = 0
Size = 2066, freq = 0, total vertices = 0
Size = 2067, freq = 0, total vertices = 0
Size = 2068, freq = 0, total vertices = 0
Size = 2069, freq = 0, total vertices = 0
Size = 2070, freq = 0, total vertices = 0
Size = 2071, freq = 0, total vertices = 0
Size = 2072, freq = 0, total vertices = 0
Size = 2073, freq = 0, total vertices = 0
Size = 2074, freq = 0, total vertices = 0
Size = 2075, freq = 0, total vertices = 0
Size = 2076, freq = 0, total vertices = 0
Size = 2077, freq = 0, total vertices = 0
Size = 2078, freq = 0, total vertices = 0
Size = 2079, freq = 0, total vertices = 0
Size = 2080, freq = 0, total vertices = 0
Size = 2081, freq = 0, total vertices = 0
Size = 2082, freq = 0, total vertices = 0
Size = 2083, freq = 0, total vertices = 0
Size = 2084, freq = 0, total vertices = 0
Size = 2085, freq = 0, total vertices = 0
Size = 2086, freq = 0, total vertices = 0
Size = 2087, freq = 0, total vertices = 0
Size = 2088, freq = 0, total vertices = 0
Size = 2089, freq = 0, total vertices = 0
Size = 2090, freq = 0, total vertices = 0
Size = 2091, freq = 0, total vertices = 0
Size = 2092, freq = 0, total vertices = 0
Size = 2093, freq = 0, total vertices = 0
Size = 2094, freq = 0, total vertices = 0
Size = 2095, freq = 0, total vertices = 0
Size = 2096, freq = 0, total vertices = 0
Size = 2097, freq = 0, total vertices = 0
Size = 2098, freq = 0, total vertices = 0
Size = 2099, freq = 0, total vertices = 0
Size = 2100, freq = 0, total vertices = 0
Size = 2101, freq = 0, total vertices = 0
Size = 2102, freq = 0, total vertices = 0
Size = 2103, freq = 0, total vertices = 0
Size = 2104, freq = 0, total vertices = 0
Size = 2105, freq = 0, total vertices = 0
Size = 2106, freq = 0, total vertices = 0
Size = 2107, freq = 0, total vertices = 0
Size = 2108, freq = 0, total vertices = 0
Size = 2109, freq = 0, total vertices = 0
Size = 2110, freq = 0, total vertices = 0
Size = 2111, freq = 0, total vertices = 0
Size = 2112, freq = 0, total vertices = 0
Size = 2113, freq = 0, total vertices = 0
Size = 2114, freq = 0, total vertices = 0
Size = 2115, freq = 0, total vertices = 0
Size = 2116, freq = 0, total vertices = 0
Size = 2117, freq = 0, total vertices = 0
Size = 2118, freq = 0, total vertices = 0
Size = 2119, freq = 0, total vertices = 0
Size = 2120, freq = 0, total vertices = 0
Size = 2121, freq = 0, total vertices = 0
Size = 2122, freq = 0, total vertices = 0
Size = 2123, freq = 0, total vertices = 0
Size = 2124, freq = 0, total vertices = 0
Size = 2125, freq = 0, total vertices = 0
Size = 2126, freq = 0, total vertices = 0
Size = 2127, freq = 0, total vertices = 0
Size = 2128, freq = 0, total vertices = 0
Size = 2129, freq = 0, total vertices = 0
Size = 2130, freq = 0, total vertices = 0
Size = 2131, freq = 0, total vertices = 0
Size = 2132, freq = 0, total vertices = 0
Size = 2133, freq = 0, total vertices = 0
Size = 2134, freq = 0, total vertices = 0
Size = 2135, freq = 0, total vertices = 0
Size = 2136, freq = 0, total vertices = 0
Size = 2137, freq = 0, total vertices = 0
Size = 2138, freq = 0, total vertices = 0
Size = 2139, freq = 0, total vertices = 0
Size = 2140, freq = 0, total vertices = 0
Size = 2141, freq = 0, total vertices = 0
Size = 2142, freq = 0, total vertices = 0
Size = 2143, freq = 0, total vertices = 0
Size = 2144, freq = 0, total vertices = 0
Size = 2145, freq = 0, total vertices = 0
Size = 2146, freq = 0, total vertices = 0
Size = 2147, freq = 0, total vertices = 0
Size = 2148, freq = 0, total vertices = 0
Size = 2149, freq = 0, total vertices = 0
Size = 2150, freq = 0, total vertices = 0
Size = 2151, freq = 0, total vertices = 0
Size = 2152, freq = 0, total vertices = 0
Size = 2153, freq = 0, total vertices = 0
Size = 2154, freq = 0, total vertices = 0
Size = 2155, freq = 0, total vertices = 0
Size = 2156, freq = 0, total vertices = 0
Size = 2157, freq = 0, total vertices = 0
Size = 2158, freq = 0, total vertices = 0
Size = 2159, freq = 0, total vertices = 0
Size = 2160, freq = 0, total vertices = 0
Size = 2161, freq = 0, total vertices = 0
Size = 2162, freq = 0, total vertices = 0
Size = 2163, freq = 0, total vertices = 0
Size = 2164, freq = 0, total vertices = 0
Size = 2165, freq = 0, total vertices = 0
Size = 2166, freq = 0, total vertices = 0
Size = 2167, freq = 0, total vertices = 0
Size = 2168, freq = 0, total vertices = 0
Size = 2169, freq = 0, total vertices = 0
Size = 2170, freq = 0, total vertices = 0
Size = 2171, freq = 0, total vertices = 0
Size = 2172, freq = 0, total vertices = 0
Size = 2173, freq = 0, total vertices = 0
Size = 2174, freq = 0, total vertices = 0
Size = 2175, freq = 0, total vertices = 0
Size = 2176, freq = 0, total vertices = 0
Size = 2177, freq = 0, total vertices = 0
Size = 2178, freq = 0, total vertices = 0
Size = 2179, freq = 0, total vertices = 0
Size = 2180, freq = 0, total vertices = 0
Size = 2181, freq = 0, total vertices = 0
Size = 2182, freq = 0, total vertices = 0
Size = 2183, freq = 0, total vertices = 0
Size = 2184, freq = 0, total vertices = 0
Size = 2185, freq = 0, total vertices = 0
Size = 2186, freq = 0, total vertices = 0
Size = 2187, freq = 0, total vertices = 0
Size = 2188, freq = 0, total vertices = 0
Size = 2189, freq = 0, total vertices = 0
Size = 2190, freq = 0, total vertices = 0
Size = 2191, freq = 0, total vertices = 0
Size = 2192, freq = 0, total vertices = 0
Size = 2193, freq = 0, total vertices = 0
Size = 2194, freq = 0, total vertices = 0
Size = 2195, freq = 0, total vertices = 0
Size = 2196, freq = 0, total vertices = 0
Size = 2197, freq = 0, total vertices = 0
Size = 2198, freq = 0, total vertices = 0
Size = 2199, freq = 0, total vertices = 0
Size = 2200, freq = 0, total vertices = 0
Size = 2201, freq = 0, total vertices = 0
Size = 2202, freq = 0, total vertices = 0
Size = 2203, freq = 0, total vertices = 0
Size = 2204, freq = 0, total vertices = 0
Size = 2205, freq = 0, total vertices = 0
Size = 2206, freq = 0, total vertices = 0
Size = 2207, freq = 0, total vertices = 0
Size = 2208, freq = 0, total vertices = 0
Size = 2209, freq = 0, total vertices = 0
Size = 2210, freq = 0, total vertices = 0
Size = 2211, freq = 0, total vertices = 0
Size = 2212, freq = 0, total vertices = 0
Size = 2213, freq = 0, total vertices = 0
Size = 2214, freq = 0, total vertices = 0
Size = 2215, freq = 0, total vertices = 0
Size = 2216, freq = 0, total vertices = 0
Size = 2217, freq = 0, total vertices = 0
Size = 2218, freq = 0, total vertices = 0
Size = 2219, freq = 0, total vertices = 0
Size = 2220, freq = 0, total vertices = 0
Size = 2221, freq = 0, total vertices = 0
Size = 2222, freq = 0, total vertices = 0
Size = 2223, freq = 0, total vertices = 0
Size = 2224, freq = 0, total vertices = 0
Size = 2225, freq = 0, total vertices = 0
Size = 2226, freq = 0, total vertices = 0
Size = 2227, freq = 0, total vertices = 0
Size = 2228, freq = 0, total vertices = 0
Size = 2229, freq = 0, total vertices = 0
Size = 2230, freq = 0, total vertices = 0
Size = 2231, freq = 0, total vertices = 0
Size = 2232, freq = 0, total vertices = 0
Size = 2233, freq = 0, total vertices = 0
Size = 2234, freq = 0, total vertices = 0
Size = 2235, freq = 0, total vertices = 0
Size = 2236, freq = 0, total vertices = 0
Size = 2237, freq = 0, total vertices = 0
Size = 2238, freq = 0, total vertices = 0
Size = 2239, freq = 0, total vertices = 0
Size = 2240, freq = 0, total vertices = 0
Size = 2241, freq = 0, total vertices = 0
Size = 2242, freq = 0, total vertices = 0
Size = 2243, freq = 0, total vertices = 0
Size = 2244, freq = 0, total vertices = 0
Size = 2245, freq = 0, total vertices = 0
Size = 2246, freq = 0, total vertices = 0
Size = 2247, freq = 0, total vertices = 0
Size = 2248, freq = 0, total vertices = 0
Size = 2249, freq = 0, total vertices = 0
Size = 2250, freq = 0, total vertices = 0
Size = 2251, freq = 0, total vertices = 0
Size = 2252, freq = 0, total vertices = 0
Size = 2253, freq = 0, total vertices = 0
Size = 2254, freq = 0, total vertices = 0
Size = 2255, freq = 0, total vertices = 0
Size = 2256, freq = 0, total vertices = 0
Size = 2257, freq = 0, total vertices = 0
Size = 2258, freq = 0, total vertices = 0
Size = 2259, freq = 0, total vertices = 0
Size = 2260, freq = 0, total vertices = 0
Size = 2261, freq = 0, total vertices = 0
Size = 2262, freq = 0, total vertices = 0
Size = 2263, freq = 0, total vertices = 0
Size = 2264, freq = 0, total vertices = 0
Size = 2265, freq = 0, total vertices = 0
Size = 2266, freq = 0, total vertices = 0
Size = 2267, freq = 0, total vertices = 0
Size = 2268, freq = 0, total vertices = 0
Size = 2269, freq = 0, total vertices = 0
Size = 2270, freq = 0, total vertices = 0
Size = 2271, freq = 0, total vertices = 0
Size = 2272, freq = 0, total vertices = 0
Size = 2273, freq = 0, total vertices = 0
Size = 2274, freq = 0, total vertices = 0
Size = 2275, freq = 0, total vertices = 0
Size = 2276, freq = 0, total vertices = 0
Size = 2277, freq = 0, total vertices = 0
Size = 2278, freq = 0, total vertices = 0
Size = 2279, freq = 0, total vertices = 0
Size = 2280, freq = 0, total vertices = 0
Size = 2281, freq = 0, total vertices = 0
Size = 2282, freq = 0, total vertices = 0
Size = 2283, freq = 0, total vertices = 0
Size = 2284, freq = 0, total vertices = 0
Size = 2285, freq = 0, total vertices = 0
Size = 2286, freq = 0, total vertices = 0
Size = 2287, freq = 0, total vertices = 0
Size = 2288, freq = 0, total vertices = 0
Size = 2289, freq = 0, total vertices = 0
Size = 2290, freq = 0, total vertices = 0
Size = 2291, freq = 0, total vertices = 0
Size = 2292, freq = 0, total vertices = 0
Size = 2293, freq = 0, total vertices = 0
Size = 2294, freq = 0, total vertices = 0
Size = 2295, freq = 0, total vertices = 0
Size = 2296, freq = 0, total vertices = 0
Size = 2297, freq = 0, total vertices = 0
Size = 2298, freq = 0, total vertices = 0
Size = 2299, freq = 0, total vertices = 0
Size = 2300, freq = 0, total vertices = 0
Size = 2301, freq = 0, total vertices = 0
Size = 2302, freq = 0, total vertices = 0
Size = 2303, freq = 0, total vertices = 0
Size = 2304, freq = 0, total vertices = 0
Size = 2305, freq = 0, total vertices = 0
Size = 2306, freq = 0, total vertices = 0
Size = 2307, freq = 0, total vertices = 0
Size = 2308, freq = 0, total vertices = 0
Size = 2309, freq = 0, total vertices = 0
Size = 2310, freq = 0, total vertices = 0
Size = 2311, freq = 0, total vertices = 0
Size = 2312, freq = 0, total vertices = 0
Size = 2313, freq = 0, total vertices = 0
Size = 2314, freq = 0, total vertices = 0
Size = 2315, freq = 0, total vertices = 0
Size = 2316, freq = 0, total vertices = 0
Size = 2317, freq = 0, total vertices = 0
Size = 2318, freq = 0, total vertices = 0
Size = 2319, freq = 0, total vertices = 0
Size = 2320, freq = 0, total vertices = 0
Size = 2321, freq = 0, total vertices = 0
Size = 2322, freq = 0, total vertices = 0
Size = 2323, freq = 0, total vertices = 0
Size = 2324, freq = 0, total vertices = 0
Size = 2325, freq = 0, total vertices = 0
Size = 2326, freq = 0, total vertices = 0
Size = 2327, freq = 0, total vertices = 0
Size = 2328, freq = 0, total vertices = 0
Size = 2329, freq = 0, total vertices = 0
Size = 2330, freq = 0, total vertices = 0
Size = 2331, freq = 0, total vertices = 0
Size = 2332, freq = 0, total vertices = 0
Size = 2333, freq = 0, total vertices = 0
Size = 2334, freq = 0, total vertices = 0
Size = 2335, freq = 0, total vertices = 0
Size = 2336, freq = 0, total vertices = 0
Size = 2337, freq = 0, total vertices = 0
Size = 2338, freq = 0, total vertices = 0
Size = 2339, freq = 0, total vertices = 0
Size = 2340, freq = 0, total vertices = 0
Size = 2341, freq = 0, total vertices = 0
Size = 2342, freq = 0, total vertices = 0
Size = 2343, freq = 0, total vertices = 0
Size = 2344, freq = 0, total vertices = 0
Size = 2345, freq = 0, total vertices = 0
Size = 2346, freq = 0, total vertices = 0
Size = 2347, freq = 0, total vertices = 0
Size = 2348, freq = 0, total vertices = 0
Size = 2349, freq = 0, total vertices = 0
Size = 2350, freq = 0, total vertices = 0
Size = 2351, freq = 0, total vertices = 0
Size = 2352, freq = 0, total vertices = 0
Size = 2353, freq = 0, total vertices = 0
Size = 2354, freq = 0, total vertices = 0
Size = 2355, freq = 0, total vertices = 0
Size = 2356, freq = 0, total vertices = 0
Size = 2357, freq = 0, total vertices = 0
Size = 2358, freq = 0, total vertices = 0
Size = 2359, freq = 0, total vertices = 0
Size = 2360, freq = 0, total vertices = 0
Size = 2361, freq = 0, total vertices = 0
Size = 2362, freq = 0, total vertices = 0
Size = 2363, freq = 0, total vertices = 0
Size = 2364, freq = 0, total vertices = 0
Size = 2365, freq = 0, total vertices = 0
Size = 2366, freq = 0, total vertices = 0
Size = 2367, freq = 0, total vertices = 0
Size = 2368, freq = 0, total vertices = 0
Size = 2369, freq = 0, total vertices = 0
Size = 2370, freq = 0, total vertices = 0
Size = 2371, freq = 0, total vertices = 0
Size = 2372, freq = 0, total vertices = 0
Size = 2373, freq = 0, total vertices = 0
Size = 2374, freq = 0, total vertices = 0
Size = 2375, freq = 0, total vertices = 0
Size = 2376, freq = 0, total vertices = 0
Size = 2377, freq = 0, total vertices = 0
Size = 2378, freq = 0, total vertices = 0
Size = 2379, freq = 0, total vertices = 0
Size = 2380, freq = 0, total vertices = 0
Size = 2381, freq = 0, total vertices = 0
Size = 2382, freq = 0, total vertices = 0
Size = 2383, freq = 0, total vertices = 0
Size = 2384, freq = 0, total vertices = 0
Size = 2385, freq = 0, total vertices = 0
Size = 2386, freq = 0, total vertices = 0
Size = 2387, freq = 0, total vertices = 0
Size = 2388, freq = 0, total vertices = 0
Size = 2389, freq = 0, total vertices = 0
Size = 2390, freq = 0, total vertices = 0
Size = 2391, freq = 0, total vertices = 0
Size = 2392, freq = 0, total vertices = 0
Size = 2393, freq = 0, total vertices = 0
Size = 2394, freq = 0, total vertices = 0
Size = 2395, freq = 0, total vertices = 0
Size = 2396, freq = 0, total vertices = 0
Size = 2397, freq = 0, total vertices = 0
Size = 2398, freq = 0, total vertices = 0
Size = 2399, freq = 0, total vertices = 0
Size = 2400, freq = 0, total vertices = 0
Size = 2401, freq = 0, total vertices = 0
Size = 2402, freq = 0, total vertices = 0
Size = 2403, freq = 0, total vertices = 0
Size = 2404, freq = 0, total vertices = 0
Size = 2405, freq = 0, total vertices = 0
Size = 2406, freq = 0, total vertices = 0
Size = 2407, freq = 0, total vertices = 0
Size = 2408, freq = 0, total vertices = 0
Size = 2409, freq = 0, total vertices = 0
Size = 2410, freq = 0, total vertices = 0
Size = 2411, freq = 0, total vertices = 0
Size = 2412, freq = 0, total vertices = 0
Size = 2413, freq = 0, total vertices = 0
Size = 2414, freq = 0, total vertices = 0
Size = 2415, freq = 0, total vertices = 0
Size = 2416, freq = 0, total vertices = 0
Size = 2417, freq = 0, total vertices = 0
Size = 2418, freq = 0, total vertices = 0
Size = 2419, freq = 0, total vertices = 0
Size = 2420, freq = 0, total vertices = 0
Size = 2421, freq = 0, total vertices = 0
Size = 2422, freq = 0, total vertices = 0
Size = 2423, freq = 0, total vertices = 0
Size = 2424, freq = 0, total vertices = 0
Size = 2425, freq = 0, total vertices = 0
Size = 2426, freq = 0, total vertices = 0
Size = 2427, freq = 0, total vertices = 0
Size = 2428, freq = 0, total vertices = 0
Size = 2429, freq = 0, total vertices = 0
Size = 2430, freq = 0, total vertices = 0
Size = 2431, freq = 0, total vertices = 0
Size = 2432, freq = 0, total vertices = 0
Size = 2433, freq = 0, total vertices = 0
Size = 2434, freq = 0, total vertices = 0
Size = 2435, freq = 0, total vertices = 0
Size = 2436, freq = 0, total vertices = 0
Size = 2437, freq = 0, total vertices = 0
Size = 2438, freq = 0, total vertices = 0
Size = 2439, freq = 0, total vertices = 0
Size = 2440, freq = 0, total vertices = 0
Size = 2441, freq = 0, total vertices = 0
Size = 2442, freq = 0, total vertices = 0
Size = 2443, freq = 0, total vertices = 0
Size = 2444, freq = 0, total vertices = 0
Size = 2445, freq = 0, total vertices = 0
Size = 2446, freq = 0, total vertices = 0
Size = 2447, freq = 0, total vertices = 0
Size = 2448, freq = 0, total vertices = 0
Size = 2449, freq = 0, total vertices = 0
Size = 2450, freq = 0, total vertices = 0
Size = 2451, freq = 0, total vertices = 0
Size = 2452, freq = 0, total vertices = 0
Size = 2453, freq = 0, total vertices = 0
Size = 2454, freq = 0, total vertices = 0
Size = 2455, freq = 0, total vertices = 0
Size = 2456, freq = 0, total vertices = 0
Size = 2457, freq = 0, total vertices = 0
Size = 2458, freq = 0, total vertices = 0
Size = 2459, freq = 0, total vertices = 0
Size = 2460, freq = 0, total vertices = 0
Size = 2461, freq = 0, total vertices = 0
Size = 2462, freq = 0, total vertices = 0
Size = 2463, freq = 0, total vertices = 0
Size = 2464, freq = 0, total vertices = 0
Size = 2465, freq = 0, total vertices = 0
Size = 2466, freq = 0, total vertices = 0
Size = 2467, freq = 0, total vertices = 0
Size = 2468, freq = 0, total vertices = 0
Size = 2469, freq = 0, total vertices = 0
Size = 2470, freq = 0, total vertices = 0
Size = 2471, freq = 0, total vertices = 0
Size = 2472, freq = 0, total vertices = 0
Size = 2473, freq = 0, total vertices = 0
Size = 2474, freq = 0, total vertices = 0
Size = 2475, freq = 0, total vertices = 0
Size = 2476, freq = 0, total vertices = 0
Size = 2477, freq = 0, total vertices = 0
Size = 2478, freq = 0, total vertices = 0
Size = 2479, freq = 0, total vertices = 0
Size = 2480, freq = 0, total vertices = 0
Size = 2481, freq = 0, total vertices = 0
Size = 2482, freq = 0, total vertices = 0
Size = 2483, freq = 0, total vertices = 0
Size = 2484, freq = 0, total vertices = 0
Size = 2485, freq = 0, total vertices = 0
Size = 2486, freq = 0, total vertices = 0
Size = 2487, freq = 0, total vertices = 0
Size = 2488, freq = 0, total vertices = 0
Size = 2489, freq = 0, total vertices = 0
Size = 2490, freq = 0, total vertices = 0
Size = 2491, freq = 0, total vertices = 0
Size = 2492, freq = 0, total vertices = 0
Size = 2493, freq = 0, total vertices = 0
Size = 2494, freq = 0, total vertices = 0
Size = 2495, freq = 0, total vertices = 0
Size = 2496, freq = 0, total vertices = 0
Size = 2497, freq = 0, total vertices = 0
Size = 2498, freq = 0, total vertices = 0
Size = 2499, freq = 0, total vertices = 0
Size = 2500, freq = 0, total vertices = 0
Size = 2501, freq = 0, total vertices = 0
Size = 2502, freq = 0, total vertices = 0
Size = 2503, freq = 0, total vertices = 0
Size = 2504, freq = 0, total vertices = 0
Size = 2505, freq = 0, total vertices = 0
Size = 2506, freq = 0, total vertices = 0
Size = 2507, freq = 0, total vertices = 0
Size = 2508, freq = 0, total vertices = 0
Size = 2509, freq = 0, total vertices = 0
Size = 2510, freq = 0, total vertices = 0
Size = 2511, freq = 0, total vertices = 0
Size = 2512, freq = 0, total vertices = 0
Size = 2513, freq = 0, total vertices = 0
Size = 2514, freq = 0, total vertices = 0
Size = 2515, freq = 0, total vertices = 0
Size = 2516, freq = 0, total vertices = 0
Size = 2517, freq = 0, total vertices = 0
Size = 2518, freq = 0, total vertices = 0
Size = 2519, freq = 0, total vertices = 0
Size = 2520, freq = 0, total vertices = 0
Size = 2521, freq = 0, total vertices = 0
Size = 2522, freq = 0, total vertices = 0
Size = 2523, freq = 0, total vertices = 0
Size = 2524, freq = 0, total vertices = 0
Size = 2525, freq = 0, total vertices = 0
Size = 2526, freq = 0, total vertices = 0
Size = 2527, freq = 0, total vertices = 0
Size = 2528, freq = 0, total vertices = 0
Size = 2529, freq = 0, total vertices = 0
Size = 2530, freq = 0, total vertices = 0
Size = 2531, freq = 0, total vertices = 0
Size = 2532, freq = 0, total vertices = 0
Size = 2533, freq = 0, total vertices = 0
Size = 2534, freq = 0, total vertices = 0
Size = 2535, freq = 0, total vertices = 0
Size = 2536, freq = 0, total vertices = 0
Size = 2537, freq = 0, total vertices = 0
Size = 2538, freq = 0, total vertices = 0
Size = 2539, freq = 0, total vertices = 0
Size = 2540, freq = 0, total vertices = 0
Size = 2541, freq = 0, total vertices = 0
Size = 2542, freq = 0, total vertices = 0
Size = 2543, freq = 0, total vertices = 0
Size = 2544, freq = 0, total vertices = 0
Size = 2545, freq = 0, total vertices = 0
Size = 2546, freq = 0, total vertices = 0
Size = 2547, freq = 0, total vertices = 0
Size = 2548, freq = 0, total vertices = 0
Size = 2549, freq = 0, total vertices = 0
Size = 2550, freq = 0, total vertices = 0
Size = 2551, freq = 0, total vertices = 0
Size = 2552, freq = 0, total vertices = 0
Size = 2553, freq = 0, total vertices = 0
Size = 2554, freq = 0, total vertices = 0
Size = 2555, freq = 0, total vertices = 0
Size = 2556, freq = 0, total vertices = 0
Size = 2557, freq = 0, total vertices = 0
Size = 2558, freq = 0, total vertices = 0
Size = 2559, freq = 0, total vertices = 0
Size = 2560, freq = 0, total vertices = 0
Size = 2561, freq = 0, total vertices = 0
Size = 2562, freq = 0, total vertices = 0
Size = 2563, freq = 0, total vertices = 0
Size = 2564, freq = 0, total vertices = 0
Size = 2565, freq = 0, total vertices = 0
Size = 2566, freq = 0, total vertices = 0
Size = 2567, freq = 0, total vertices = 0
Size = 2568, freq = 0, total vertices = 0
Size = 2569, freq = 0, total vertices = 0
Size = 2570, freq = 0, total vertices = 0
Size = 2571, freq = 0, total vertices = 0
Size = 2572, freq = 0, total vertices = 0
Size = 2573, freq = 0, total vertices = 0
Size = 2574, freq = 0, total vertices = 0
Size = 2575, freq = 0, total vertices = 0
Size = 2576, freq = 0, total vertices = 0
Size = 2577, freq = 0, total vertices = 0
Size = 2578, freq = 0, total vertices = 0
Size = 2579, freq = 0, total vertices = 0
Size = 2580, freq = 0, total vertices = 0
Size = 2581, freq = 0, total vertices = 0
Size = 2582, freq = 0, total vertices = 0
Size = 2583, freq = 0, total vertices = 0
Size = 2584, freq = 0, total vertices = 0
Size = 2585, freq = 0, total vertices = 0
Size = 2586, freq = 0, total vertices = 0
Size = 2587, freq = 0, total vertices = 0
Size = 2588, freq = 0, total vertices = 0
Size = 2589, freq = 0, total vertices = 0
Size = 2590, freq = 0, total vertices = 0
Size = 2591, freq = 0, total vertices = 0
Size = 2592, freq = 0, total vertices = 0
Size = 2593, freq = 0, total vertices = 0
Size = 2594, freq = 0, total vertices = 0
Size = 2595, freq = 0, total vertices = 0
Size = 2596, freq = 0, total vertices = 0
Size = 2597, freq = 0, total vertices = 0
Size = 2598, freq = 0, total vertices = 0
Size = 2599, freq = 0, total vertices = 0
Size = 2600, freq = 0, total vertices = 0
Size = 2601, freq = 0, total vertices = 0
Size = 2602, freq = 0, total vertices = 0
Size = 2603, freq = 0, total vertices = 0
Size = 2604, freq = 0, total vertices = 0
Size = 2605, freq = 0, total vertices = 0
Size = 2606, freq = 0, total vertices = 0
Size = 2607, freq = 0, total vertices = 0
Size = 2608, freq = 0, total vertices = 0
Size = 2609, freq = 0, total vertices = 0
Size = 2610, freq = 0, total vertices = 0
Size = 2611, freq = 0, total vertices = 0
Size = 2612, freq = 0, total vertices = 0
Size = 2613, freq = 0, total vertices = 0
Size = 2614, freq = 0, total vertices = 0
Size = 2615, freq = 0, total vertices = 0
Size = 2616, freq = 0, total vertices = 0
Size = 2617, freq = 0, total vertices = 0
Size = 2618, freq = 0, total vertices = 0
Size = 2619, freq = 0, total vertices = 0
Size = 2620, freq = 0, total vertices = 0
Size = 2621, freq = 0, total vertices = 0
Size = 2622, freq = 0, total vertices = 0
Size = 2623, freq = 0, total vertices = 0
Size = 2624, freq = 0, total vertices = 0
Size = 2625, freq = 0, total vertices = 0
Size = 2626, freq = 0, total vertices = 0
Size = 2627, freq = 0, total vertices = 0
Size = 2628, freq = 0, total vertices = 0
Size = 2629, freq = 0, total vertices = 0
Size = 2630, freq = 0, total vertices = 0
Size = 2631, freq = 0, total vertices = 0
Size = 2632, freq = 0, total vertices = 0
Size = 2633, freq = 0, total vertices = 0
Size = 2634, freq = 0, total vertices = 0
Size = 2635, freq = 0, total vertices = 0
Size = 2636, freq = 0, total vertices = 0
Size = 2637, freq = 0, total vertices = 0
Size = 2638, freq = 0, total vertices = 0
Size = 2639, freq = 0, total vertices = 0
Size = 2640, freq = 0, total vertices = 0
Size = 2641, freq = 0, total vertices = 0
Size = 2642, freq = 0, total vertices = 0
Size = 2643, freq = 0, total vertices = 0
Size = 2644, freq = 0, total vertices = 0
Size = 2645, freq = 0, total vertices = 0
Size = 2646, freq = 0, total vertices = 0
Size = 2647, freq = 0, total vertices = 0
Size = 2648, freq = 0, total vertices = 0
Size = 2649, freq = 0, total vertices = 0
Size = 2650, freq = 0, total vertices = 0
Size = 2651, freq = 0, total vertices = 0
Size = 2652, freq = 0, total vertices = 0
Size = 2653, freq = 0, total vertices = 0
Size = 2654, freq = 0, total vertices = 0
Size = 2655, freq = 0, total vertices = 0
Size = 2656, freq = 0, total vertices = 0
Size = 2657, freq = 0, total vertices = 0
Size = 2658, freq = 0, total vertices = 0
Size = 2659, freq = 0, total vertices = 0
Size = 2660, freq = 0, total vertices = 0
Size = 2661, freq = 0, total vertices = 0
Size = 2662, freq = 0, total vertices = 0
Size = 2663, freq = 0, total vertices = 0
Size = 2664, freq = 0, total vertices = 0
Size = 2665, freq = 0, total vertices = 0
Size = 2666, freq = 0, total vertices = 0
Size = 2667, freq = 0, total vertices = 0
Size = 2668, freq = 0, total vertices = 0
Size = 2669, freq = 0, total vertices = 0
Size = 2670, freq = 0, total vertices = 0
Size = 2671, freq = 0, total vertices = 0
Size = 2672, freq = 0, total vertices = 0
Size = 2673, freq = 0, total vertices = 0
Size = 2674, freq = 0, total vertices = 0
Size = 2675, freq = 0, total vertices = 0
Size = 2676, freq = 0, total vertices = 0
Size = 2677, freq = 0, total vertices = 0
Size = 2678, freq = 0, total vertices = 0
Size = 2679, freq = 0, total vertices = 0
Size = 2680, freq = 0, total vertices = 0
Size = 2681, freq = 0, total vertices = 0
Size = 2682, freq = 0, total vertices = 0
Size = 2683, freq = 0, total vertices = 0
Size = 2684, freq = 0, total vertices = 0
Size = 2685, freq = 0, total vertices = 0
Size = 2686, freq = 0, total vertices = 0
Size = 2687, freq = 0, total vertices = 0
Size = 2688, freq = 0, total vertices = 0
Size = 2689, freq = 0, total vertices = 0
Size = 2690, freq = 0, total vertices = 0
Size = 2691, freq = 0, total vertices = 0
Size = 2692, freq = 0, total vertices = 0
Size = 2693, freq = 0, total vertices = 0
Size = 2694, freq = 0, total vertices = 0
Size = 2695, freq = 0, total vertices = 0
Size = 2696, freq = 0, total vertices = 0
Size = 2697, freq = 0, total vertices = 0
Size = 2698, freq = 0, total vertices = 0
Size = 2699, freq = 0, total vertices = 0
Size = 2700, freq = 0, total vertices = 0
Size = 2701, freq = 0, total vertices = 0
Size = 2702, freq = 0, total vertices = 0
Size = 2703, freq = 0, total vertices = 0
Size = 2704, freq = 0, total vertices = 0
Size = 2705, freq = 0, total vertices = 0
Size = 2706, freq = 0, total vertices = 0
Size = 2707, freq = 0, total vertices = 0
Size = 2708, freq = 0, total vertices = 0
